Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;12/2017;122.396.265;57.062;122.453.327;19.798.646;142.251.973;660.516.354;4.372.429;1.055.701;22.112.546;5.374.178;32.914.854;63.276.519;756.707.728;1.379.768.056;16,17%;16,18%;18,80%;8,87%;23,92%
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;12/2017;72.320.060;22.907.900;95.227.960;40.283.462;135.511.422;616.822.462;10.040.694;272;7.290.024;0;17.330.990;55.737.907;689.891.358;1.124.406.609;10,48%;13,80%;19,64%;8,47%;16,02%
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;12/2017;75.079.777;5.004.967;80.084.744;24.588.090;104.672.834;554.928.771;2.729.035;335.386;5.367.858;475.926;8.908.205;47.605.162;611.442.139;1.063.817.563;12,28%;13,10%;17,12%;7,53%;43,35%
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;12/2017;97.578.924;0;97.578.924;48.789.462;146.368.386;478.160.751;13.478.477;0;4.986.566;0;18.465.044;35.384.881;532.010.675;930.635.740;18,34%;18,34%;27,51%;10,49%;8,60%
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;12/2017;59.387.930;0;59.387.930;34.076.539;93.464.469;458.355.599;3.049.143;1.709.383;4.706.200;192.542;9.657.268;61.489.448;529.502.315;1.310.760.854;11,22%;11,22%;17,65%;4,53%;11,03%
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;12/2017;52.186.544;4.189.108;56.375.652;4.250.447;60.626.099;324.126.453;2.822.201;0;22.378.573;656.335;25.857.109;32.579.126;382.562.688;634.791.519;13,64%;14,74%;15,85%;8,88%;15,15%
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2017;11.752.635;3.020.603;14.773.238;2.369.416;17.142.654;55.997.138;2.349.903;4.905.546;17.950.303;9.087.351;34.293.103;4.615.858;94.906.099;125.129.202;12,38%;15,57%;18,06%;11,81%;30,79%
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;12/2017;9.635.555;990.733;10.626.287;2.132.553;12.758.840;82.559.535;1.340.108;0;1.436.941;698.638;3.475.686;6.946.190;92.981.412;176.810.987;10,36%;11,43%;13,72%;6,01%;31,75%
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;12/2017;6.758.636;0;6.758.636;2.474.523;9.233.159;52.083.037;884.649;0;916.792;135.659;1.937.099;5.389.580;59.409.716;109.596.018;11,38%;11,38%;15,54%;6,17%;18,63%
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;12/2017;8.007.558;0;8.007.558;0;8.007.558;30.230.671;1.188.413;119.083;12.407.597;234.115;13.949.208;6.054.902;50.234.781;68.968.796;15,94%;15,94%;15,94%;11,61%;2,20%
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;12/2017;4.115.719;0;4.115.719;2.184.313;6.300.032;30.970.468;182.897;5.384;183.265;0;371.546;8.308.261;39.650.274;77.083.190;10,38%;10,38%;15,89%;5,34%;2,78%
